session_id,target
1,0.012444191932401654
2,5.649208870430371e-05
3,1.819276054836698e-05
4,0.0004438240677305626
5,0.0010200026555306032
6,0.006453534153041097
7,0.013154197522969917
8,0.005021574073822288
9,0.0097593658669272
10,0.09317180312422904
11,0.00144798655482992
12,0.0012490598528962457
13,0.004725091007141506
14,0.3127433406379937
15,0.003523325172152204
16,0.010791355840169475
17,0.016309917429742138
18,0.0011182468009954512
19,0.006453061889935358
20,0.000116221330461717
21,0.04239607832830777
22,0.00018854885409961625
23,0.0010626022010646172
24,0.010146688501400474
25,0.08088624697383913
26,0.00021429996570701865
27,0.0082320063775667
28,0.00042883744854995694
29,0.015323076091237174
30,0.002686208538275892
31,0.014707799254004358
32,0.028801864423931615
33,0.007008056807779745
34,0.00021109825803862622
35,0.008892980349498302
36,0.0014640794275536575
37,0.0001139332715286731
38,9.347672704486118e-05
39,0.002686208538275892
40,0.000903408275092465
41,0.007974191780409664
42,0.0022810908011252247
43,0.0010328876234334693
44,0.000679779769141864
45,0.04335284585603196
46,0.0007309294919644566
47,0.014662055013088534
48,0.0034744557225932365
49,0.0013882622423760623
50,0.002507374475943774
51,0.00016626328425768837
52,0.000830679092665343
53,0.02950534914619115
54,0.00239849270708438
55,0.0025944551886626106
56,0.01705674868531435
57,0.00039564120655761814
58,0.004044168763718088
59,0.00041547478711032845
60,0.00014875650122700857
61,0.0019592369673324503
62,0.01562754082481615
63,0.0019013461273196415
64,0.0051028530869633775
65,0.0003403345351924753
66,0.00015489657372772276
67,0.010719198512818107
68,0.0023414164134764213
69,0.07720422224663274
70,0.0052098474959474585
71,0.002937668671037877
72,0.00041547478711032845
73,0.04738738109038179
74,5.649208870430371e-05
75,0.0008303810122199367
76,0.005107306243123893
77,0.007747101355027247
78,0.0060395696204008295
79,0.0012989901899932849
80,0.0007755809895883618
81,0.0026467770309113385
82,0.003305108890619057
83,0.0003390873030756472
84,0.15532294339180644
85,0.0009745500397977963
86,0.00018705043144224138
87,0.009938152551785748
88,0.004004680834266626
89,0.00848866487824461
90,0.04122505525017706
91,0.0025879354460433186
92,0.0002924382126138702
93,0.027553433807856475
94,0.009597842334537171
95,0.02891609768651313
96,7.947266677400314e-05
97,0.004123330150165757
98,0.0029955032164387745
99,0.0024465773726755255
100,0.001367259795308002
101,0.008451489114176076
102,0.03827585325554419
103,0.015007568987421794
104,0.010484097016845951
105,0.0007447270279320703
106,0.005135268105413369
107,0.010271851161846387
108,0.00046831680466588436
109,0.0016723530777597573
110,0.002508332761010918
111,0.0043181362499100425
112,0.0003675609090623921
113,0.012219713472440974
114,0.0004975713365076249
115,0.005033906491910091
116,0.0014622198690556795
117,0.009019718027362804
118,0.011200327473608456
119,0.004200902864942257
120,0.003641961294687555
121,0.001425464028461535
122,0.002686208538275892
123,0.004347655951101246
124,0.0007535037952892911
125,0.0033895746868621048
126,0.00012527124903880362
127,0.00010482247648062329
128,0.009063016612402289
129,0.0070903259323164885
130,0.008876313892844502
131,0.007787990402396176
132,0.013154197522969917
133,0.0026918454232130362
134,0.0010153383739854617
135,0.000611910314375849
136,0.0051028530869633775
137,0.008886305775711926
138,0.008418429651417803
139,0.0003092193007518847
140,0.007980220464452237
141,3.2881820993428534e-05
142,0.007733999390332318
143,0.008001808596253225
144,0.014750119121815371
145,5.649208870430371e-05
146,0.012346079561602639
147,0.01073875679942166
148,0.009698446903221455
149,0.011045465975428687
150,0.050109250644171134
151,0.0007130119441273824
152,0.0135860574176892
153,0.0042040938416997835
154,0.009227510298017133
155,0.0015155142306245287
156,0.0024027787894734536
157,0.00485740565922798
158,0.0051028530869633775
159,0.00016076923919157795
160,0.002686208538275892
161,0.008125593427190046
162,0.0002304314173016835
163,0.0013483619071862662
164,0.006581980529333455
165,0.0004294061538664284
166,0.002175652839627046
167,0.019070978980934808
168,0.011045465975428687
169,0.009374707406692284
170,0.0010836649648719124
171,0.01174143645748912
172,0.001582966159431958
173,0.0028368852389220795
174,0.0019457164323036847
175,0.12307494562751944
176,0.00813155089031678
177,0.01730325478376404
178,8.71507747312418e-05
179,0.0009298239056856455
180,0.00502246442536625
181,0.0028568848871229477
182,0.03894219814342547
183,0.001992519601700959
184,0.000347216836934491
185,0.00580405923693648
186,0.0019305080384822934
187,0.0009026679691136704
188,0.00014036480610285146
189,0.010603101554832862
190,0.001225992972796359
191,0.010056008392748872
192,0.003882898748714438
193,0.008455129935193309
194,0.027765019609894644
195,0.005463568581843945
196,4.191437763365041e-05
197,0.005246997831611787
198,0.011528250075136446
199,0.007647597175462375
200,0.0005520072766275886
201,0.0007309294919644566
202,0.01803793916884161
203,0.00012527124903880362
204,0.010760116989898323
205,0.0076537572767725985
206,4.063964195913945e-05
207,0.00361016546365131
208,0.044748852841267395
209,0.0002032335271531112
210,0.006103893815708491
211,0.0019039218555915117
212,0.005578006835085278
213,0.0014211121092980584
214,0.017216342797004302
215,0.03201019656789896
216,0.008342530626284124
217,0.012401287850088994
218,0.009374707406692284
219,0.015318465735370174
220,0.007335721230603422
221,0.005108398719801529
222,0.002204126861846105
223,0.06262782679760746
224,0.009374707406692284
225,0.021317637461252432
226,0.006220757583595194
227,0.008972757175216181
228,0.0026107559486240736
229,0.0059194870234770425
230,0.005596685349015463
231,0.0010145554879941727
232,0.002852071387708999
233,0.003098301607303472
234,0.00530883333493236
235,0.0006220973569890204
236,0.006144120093843878
237,0.011049835230665911
238,0.01012776523509553
239,0.002686208538275892
240,0.008865888874233558
241,0.000347216836934491
242,2.0755497412145856e-05
243,0.0001279297016081243
244,0.003290728149978183
245,0.0011618961674984684
246,0.001055005922253097
247,0.03598906559332842
248,0.004874592365683027
249,0.0004938752407720958
250,0.0018732134295486957
251,0.04378739925311908
252,0.003987139285035954
253,0.0024788395248269727
254,0.021317637461252432
255,0.011468431743675171
256,2.4310880393956694e-05
257,0.016254089240620797
258,0.009983173868772864
259,0.004888353108615183
260,0.012943382405123495
261,0.0009710504933452385
262,0.044748852841267416
263,0.005031116169813772
264,0.011045465975428687
265,0.012423368514267204
266,0.0018517615167824718
267,1.6962052059787007e-06
268,0.0004873519569087542
269,0.001644560165888308
270,0.0011738059432036879
271,0.0015329164976323306
272,0.004911641825993378
273,0.0017388591125925142
274,0.008998448560105976
275,0.010392371674850076
276,0.0001404054893904111
277,0.008753407524619857
278,0.017246934953675307
279,0.0011823337854075674
280,0.011966329903708706
281,0.00032431836438992213
282,0.011520749324650364
283,0.0077505821264701015
284,0.0002473667541938353
285,0.003569165085847547
286,4.7914095707915554e-05
287,0.008216105412381724
288,0.0008847651633095932
289,0.005755899199431236
290,0.0003403345351924753
291,0.051571696985723454
292,0.0031238135624808336
293,0.011380500830228582
294,0.0013105132531041456
295,0.004024805928321247
296,0.0015772052562347033
297,0.010118699383896593
298,0.001699958290207633
299,0.0006983480652545589
300,0.004887269167874466
301,0.0003403345351924753
302,0.0011709148898183307
303,0.0004039926481501999
304,0.006430462240822345
305,0.023646170896297614
306,0.0012103802364379515
307,0.005407410501510983
308,0.010970325125075028
309,0.01012688365343776
310,0.0026358297025576437
311,0.008803339122590072
312,0.01237906558887863
313,0.017645323567008105
314,0.0019943195621051975
315,0.002244154326845733
316,0.00039310422791329037
317,0.006940719722482474
318,0.003546205767723828
319,0.007307753051603551
320,0.00029957595273437474
321,0.014901932646014042
322,0.0025707163648596614
323,0.0037401781353256437
324,0.00460599064153723
325,0.011984204332153973
326,0.0025754320317467345
327,0.0011741947289722618
328,0.006010291912297604
329,0.002686208538275892
330,0.000718866131201317
331,0.011185184569529478
332,0.011352603982155996
333,0.17134801516167397
334,0.004496522392223256
335,0.00727568702599064
336,0.009699480166999699
337,0.0186818417257134
338,0.011281870514604091
339,0.0017135379255412454
340,0.010852727324845563
341,0.0007748920699263446
342,0.006783955595101762
343,0.013115623285716416
344,0.011815144461552166
345,0.0073937359717118085
346,0.00682888574399802
347,0.424230398193719
348,0.0008725382782504554
349,0.002109166668938148
350,0.02965276079400518
351,0.003353592037721613
352,0.025879271712658157
353,0.024953773997097854
354,0.0068083477936434255
355,0.010767391285511005
356,0.031368710015900386
357,0.0021282752516797853
358,5.649208870430371e-05
359,0.03598906559332842
360,0.0010818688529232584
361,0.05518978293440978
