session_id,target
1,4.230091740787286e-05
2,2.2034364287914732e-08
3,4.0391195744594223e-10
4,1.164856404386489e-11
5,4.04272367108629e-06
6,2.5739455423387554e-06
7,1.5597927665441013e-07
8,1.4621134629760063e-05
9,7.97417084872165e-06
10,0.0012573625941274438
11,2.538993708180878e-05
12,7.120252676445693e-08
13,1.1533330017692537e-05
14,0.006997739773853774
15,7.6221909091040415e-06
16,6.80296645791826e-05
17,0.02994663988627815
18,1.1146703551752896e-07
19,0.00015443818771443266
20,4.752221333992748e-08
21,0.01589724735239996
22,5.720560562010913e-10
23,6.55933151449761e-07
24,2.2880659503917248e-05
25,0.0002658987530971065
26,6.041469850770433e-10
27,2.205766543560836e-06
28,3.0998906215723356e-10
29,0.0026228493439491452
30,0.00011578443551970486
31,0.07079501971817487
32,0.14896169175305662
33,1.108675701996601e-05
34,1.603920065995739e-08
35,0.0002253832845663826
36,2.1384023014012253e-08
37,1.1999423452252053e-12
38,2.0710257879090458e-08
39,2.461338648204115e-05
40,4.251145707596317e-08
41,0.0002560685950480831
42,9.89008107515826e-05
43,1.6778530698323504e-06
44,3.2851824682643965e-09
45,0.7886329850305577
46,7.56694653447409e-06
47,2.724832194176278e-05
48,5.616630414354997e-08
49,1.3969285899960717e-05
50,1.8418572851043047e-07
51,4.743540087309788e-11
52,2.1165983040447157e-07
53,0.001068112183949028
54,2.59231122436897e-07
55,3.2734736830756025e-05
56,7.427004012517833e-06
57,8.998188413967433e-11
58,3.785416712332004e-09
59,2.7495478803211675e-07
60,7.401784615416094e-10
61,2.9203639219450455e-07
62,1.4894205360878307e-05
63,9.750428837666115e-09
64,2.394078460789316e-05
65,3.3174523482004376e-06
66,3.1569908682847126e-08
67,8.138251162842166e-05
68,0.002047938747393673
69,8.374749770482299e-05
70,3.6692760342891705e-07
71,0.00032043479952297937
72,1.1828667897677883e-05
73,0.007745967257687769
74,2.6702803945027113e-07
75,1.8880856099624336e-07
76,3.064680917636437e-06
77,1.0222841261661266e-05
78,0.00027412301028678323
79,9.209575355720185e-10
80,7.523019881959125e-08
81,2.2266989427574947e-07
82,1.48261723854343e-06
83,2.936171384980589e-10
84,0.7888390035315982
85,1.1680153458553302e-05
86,1.154478153891822e-06
87,0.000501563847693476
88,3.5304970401413043e-06
89,2.539360117855963e-06
90,0.023230111879075577
91,9.062912513649809e-07
92,2.660498697560915e-08
93,0.13015345743006315
94,2.1938540942600505e-06
95,0.00015824213185444718
96,3.6714856047985775e-08
97,0.0002969179648922333
98,3.5737795048888234e-07
99,9.804545877279558e-10
100,0.00016143861277888717
101,4.755509407886911e-08
102,0.0004356347200808284
103,3.865702783464744e-06
104,0.00019444675569357144
105,1.805901692734229e-08
106,2.2720049688123264e-05
107,2.1950253188927206e-05
108,1.8078844802857662e-05
109,3.821912562960682e-08
110,6.647245674108428e-08
111,7.26841256631474e-07
112,9.39548821667235e-10
113,0.00023210942085305614
114,6.719798274987858e-09
115,7.625952236987473e-09
116,2.374190101999878e-08
117,4.775828493432459e-06
118,2.9613664643556232e-05
119,1.7085941307563007e-05
120,2.4370651082800072e-05
121,3.711510242513044e-07
122,1.8908119950794692e-07
123,1.6355508970684116e-05
124,0.00010171779099613781
125,0.01969871232480824
126,1.2701116574147486e-08
127,4.497351032370569e-12
128,7.807312082703834e-07
129,1.9714042470618268e-06
130,0.0004183718157250463
131,7.355852218686682e-05
132,2.771279321216953e-05
133,0.001892153773043799
134,1.5080714718051855e-06
135,1.4232278140446257e-07
136,3.671873929454637e-06
137,6.051919468298567e-07
138,0.00032295962148739475
139,1.5728166878459424e-07
140,2.022010506956295e-06
141,2.130878164126992e-09
142,4.791327625278754e-06
143,5.891867866722777e-06
144,6.135838347679045e-05
145,3.5085785452069717e-09
146,3.090375413458479e-05
147,3.5143892191638364e-07
148,0.005562448907455985
149,4.6269535366920885e-06
150,0.05738844588137954
151,1.4358626030211293e-08
152,0.04224712510109433
153,5.454510861953029e-06
154,4.354757199573746e-05
155,2.250758379947706e-05
156,1.5552072188892855e-07
157,1.979208112497773e-08
158,5.0448573116009615e-05
159,4.5614810821331766e-07
160,4.713009014474378e-08
161,0.0091512799694559
162,1.4528649366017874e-06
163,5.4402064788310186e-05
164,3.0341784326364692e-06
165,1.1480230085409532e-12
166,9.470401312365541e-07
167,0.0013821551681955356
168,4.650342546076962e-06
169,3.12269887542543e-06
170,3.566681688890558e-05
171,2.094681714225697e-07
172,0.0006548563074497723
173,0.0001620130478401295
174,9.748611764692511e-07
175,0.19087317361242584
176,0.002434177026698476
177,0.0005726509855981818
178,6.970333554289686e-07
179,2.625698025811802e-07
180,7.921948278642775e-06
181,2.3467533677060766e-06
182,5.00958530128162e-06
183,4.0732929878974824e-07
184,2.4113657846429537e-07
185,2.4315898464972533e-05
186,2.3757184993853562e-06
187,3.4961057501843535e-11
188,8.047232758946765e-08
189,2.7067341828779583e-05
190,2.6161510649459223e-05
191,1.9816840000877518e-07
192,8.131796306806091e-07
193,0.00453333164205162
194,6.918401983400001e-05
195,1.6366534348675184e-06
196,2.5842958438682855e-08
197,3.522887218854091e-05
198,0.0002941469061170309
199,0.00027442690071005133
200,1.3518663867040633e-06
201,1.7481777694270427e-07
202,0.006154295993178691
203,6.963351486663065e-08
204,0.00013708688069911094
205,0.00019895714638544496
206,6.096471723580188e-13
207,4.116815623654907e-06
208,0.0034472268189099944
209,8.9463515431931e-09
210,0.0002640361772560083
211,0.000526526884777613
212,0.010961343967540763
213,7.2810265172717e-08
214,0.1944135702626098
215,0.003856752229655998
216,0.003572644194339811
217,0.22448992116472427
218,0.00015759407945077853
219,0.00036807880808799787
220,1.3422821514080156e-05
221,2.5700434209833247e-06
222,3.86542142476348e-07
223,0.037929529489534555
224,0.00021145357386680998
225,0.012488588183434658
226,0.004409908520497154
227,0.0033105691444169387
228,1.8848925803016413e-06
229,3.903568529551313e-07
230,0.001631888293482969
231,1.9538229126473805e-09
232,2.9382145098990844e-07
233,3.8685566584164567e-07
234,0.0029282489891696195
235,4.58267320927383e-07
236,8.38295887870267e-05
237,8.616377457102255e-06
238,1.4210254251692819e-07
239,2.462292731938465e-05
240,3.2308528740557697e-06
241,1.243828239894441e-05
242,9.160223295406067e-11
243,6.3380499635350994e-12
244,1.3892166085177482e-08
245,4.0887952336820586e-06
246,2.3110557382677466e-09
247,0.09110319214531923
248,0.00011476824166812302
249,2.8455500502043545e-09
250,1.7267346129107556e-05
251,0.00508042703483219
252,4.588700120236701e-08
253,8.226803824645056e-08
254,3.296020194597351e-05
255,5.622721288305902e-07
256,2.4757940057581673e-14
257,3.2595405879535815e-06
258,0.0012968400707233725
259,0.00017455333174241312
260,1.0688870072717777e-05
261,2.5782236965068892e-06
262,0.0007754697839748932
263,3.613405615735026e-07
264,0.00017531135414987033
265,2.743108459147574e-05
266,8.766487402588463e-10
267,4.44776052168671e-16
268,1.6125495851619966e-05
269,0.00010247442351485595
270,2.8592735316289167e-05
271,4.592685240212333e-07
272,1.8226433060678592e-07
273,5.271754807855144e-08
274,0.0011907985050493965
275,0.046261734541514554
276,7.669456321630994e-11
277,3.7592967921277008e-06
278,0.0002678249464417759
279,4.793645463357736e-08
280,2.1501938379580715e-06
281,8.320395571318847e-10
282,1.866877619630834e-05
283,0.0009690601006558045
284,1.910003558390232e-06
285,1.7325443521532495e-07
286,7.034345420250108e-13
287,0.000147583762352038
288,3.914487092305094e-12
289,0.00027900419827057337
290,2.623177201145584e-07
291,7.782397335896811e-06
292,1.4539303153232648e-07
293,7.455430542638029e-07
294,8.598310984450824e-08
295,7.330429856481655e-06
296,1.8307693617049545e-08
297,1.922228692575413e-08
298,2.6215635397864925e-08
299,2.34539612179131e-10
300,4.767916650896448e-07
301,5.2075639169613606e-08
302,1.5581309980888912e-06
303,2.479055348968914e-09
304,0.08895343090150538
305,0.009939054249019754
306,3.5704258741232584e-09
